accessibility.chat.tts.says,chat.type.text.narrate
item.snort_pottery_sherd.name,item.minecraft.snort_pottery_sherd
item.spruce_hanging_sign.name,block.minecraft.spruce_hanging_sign
item.warped_hanging_sign.name,block.minecraft.warped_hanging_sign
tile.bamboo_block.name,block.minecraft.bamboo_block
tile.bamboo_button.name,block.minecraft.bamboo_button
tile.bamboo_fence_gate.name,block.minecraft.bamboo_fence_gate
tile.bamboo_fence.name,block.minecraft.bamboo_fence
tile.bamboo_mosaic_slab.name,block.minecraft.bamboo_mosaic_slab
tile.bamboo_mosaic_stairs.name,block.minecraft.bamboo_mosaic_stairs
tile.bamboo_mosaic.name,block.minecraft.bamboo_mosaic
tile.bamboo_planks.name,block.minecraft.bamboo_planks
tile.bamboo_pressure_plate.name,block.minecraft.bamboo_pressure_plate
tile.bamboo_slab.name,block.minecraft.bamboo_slab
tile.bamboo_stairs.name,block.minecraft.bamboo_stairs
tile.bamboo_trapdoor.name,block.minecraft.bamboo_trapdoor
tile.calibrated_sculk_sensor.name,block.minecraft.calibrated_sculk_sensor
tile.cherry_button.name,block.minecraft.cherry_button
tile.cherry_fence_gate.name,block.minecraft.cherry_fence_gate
tile.cherry_fence.name,block.minecraft.cherry_fence
tile.cherry_leaves.name,block.minecraft.cherry_leaves
tile.cherry_log.name,block.minecraft.cherry_log
tile.cherry_planks.name,block.minecraft.cherry_planks
tile.cherry_pressure_plate.name,block.minecraft.cherry_pressure_plate
tile.cherry_sapling.name,block.minecraft.cherry_sapling
tile.cherry_slab.name,block.minecraft.cherry_slab
tile.cherry_stairs.name,block.minecraft.cherry_stairs
tile.cherry_trapdoor.name,block.minecraft.cherry_trapdoor
tile.cherry_wood.name,block.minecraft.cherry_wood
tile.chiseled_bookshelf.name,block.minecraft.chiseled_bookshelf
tile.decorated_pot.name,block.minecraft.decorated_pot
tile.pink_petals.name,block.minecraft.pink_petals
tile.stripped_bamboo_block.name,block.minecraft.stripped_bamboo_block
tile.stripped_cherry_log.name,block.minecraft.stripped_cherry_log
tile.stripped_cherry_wood.name,block.minecraft.stripped_cherry_wood
tile.suspicious_gravel.name,block.minecraft.suspicious_gravel
tile.suspicious_sand.name,block.minecraft.suspicious_sand
trim_material.amethyst.name,trim_material.minecraft.amethyst
trim_material.copper.name,trim_material.minecraft.copper
trim_material.diamond.name,trim_material.minecraft.diamond
trim_material.emerald.name,trim_material.minecraft.emerald
trim_material.gold.name,trim_material.minecraft.gold
trim_material.iron.name,trim_material.minecraft.iron
trim_material.lapis.name,trim_material.minecraft.lapis
trim_material.netherite.name,trim_material.minecraft.netherite
trim_material.quartz.name,trim_material.minecraft.quartz
trim_material.redstone.name,trim_material.minecraft.redstone
trim_pattern.coast.name,trim_pattern.minecraft.coast
trim_pattern.dune.name,trim_pattern.minecraft.dune
trim_pattern.eye.name,trim_pattern.minecraft.eye
trim_pattern.host.name,trim_pattern.minecraft.host
trim_pattern.raiser.name,trim_pattern.minecraft.raiser
trim_pattern.rib.name,trim_pattern.minecraft.rib
trim_pattern.sentry.name,trim_pattern.minecraft.sentry
trim_pattern.shaper.name,trim_pattern.minecraft.shaper
trim_pattern.silence.name,trim_pattern.minecraft.silence
trim_pattern.snout.name,trim_pattern.minecraft.snout
trim_pattern.spire.name,trim_pattern.minecraft.spire
trim_pattern.tide.name,trim_pattern.minecraft.tide
trim_pattern.vex.name,trim_pattern.minecraft.vex
trim_pattern.ward.name,trim_pattern.minecraft.ward
trim_pattern.wayfinder.name,trim_pattern.minecraft.wayfinder
trim_pattern.wild.name,trim_pattern.minecraft.wild
upgrade.netherite_upgrade.name,upgrade.minecraft.netherite_upgrade
storageManager.unknownElements,mco.backup.unknown
storageManager.title.item.single,entity.minecraft.item
storageManager.title.item.plural,stat.itemsButton
storageManager.delete.confirm,selectWorld.deleteButton
storageManager.delete.cancel,gui.cancel
storageManager.dependency.continue,gui.continue
storageManager.multiselectDelete,selectWorld.delete
storageManager.miscellaneous,key.categories.misc
storageManager.groupType,advMode.type
resourcePack.MashupAdventureTime.description,selectWorld.gameMode.spectator.line2
screenshot.failure,screenshot.failure
screenshot.success,screenshot.success
selectServer.add,selectServer.add
selectServer.defaultName,selectServer.defaultName
selectServer.delete,selectServer.delete
selectServer.deleteButton,selectServer.deleteButton
selectServer.deleteQuestion,selectServer.deleteQuestion
selectServer.edit,selectServer.edit
selectServer.empty,mco.configure.world.slot.empty
selectServer.hiddenAddress,selectServer.hiddenAddress
selectServer.refresh,selectServer.refresh
selectServer.select,selectServer.select
selectServer.title,selectServer.title
selectWorld.conversion,selectWorld.conversion
selectWorld.convertInProgress.tts.msg,menu.convertingLevel
selectWorld.create,selectWorld.create
selectWorld.createDemo,selectWorld.createDemo
selectWorld.customizeType,selectWorld.customizeType
selectWorld.delete,selectWorld.delete
selectWorld.deleteButton,selectWorld.deleteButton
selectWorld.deleteQuestion,selectWorld.deleteQuestion
selectWorld.empty,mco.configure.world.slot.empty
selectWorld.enterName,selectWorld.enterName
selectWorld.enterSeed,selectWorld.enterSeed
selectWorld.gameMode,selectWorld.gameMode
selectWorld.gameMode.adventure,selectWorld.gameMode.adventure
selectWorld.gameMode.adventure.line1,selectWorld.gameMode.adventure.line1
selectWorld.gameMode.adventure.line2,selectWorld.gameMode.adventure.line2
selectWorld.gameMode.creative,selectWorld.gameMode.creative
selectWorld.gameMode.creative.line1,selectWorld.gameMode.creative.line1
selectWorld.gameMode.creative.line2,selectWorld.gameMode.creative.line2
selectWorld.gameMode.hardcore,selectWorld.gameMode.hardcore
selectWorld.gameMode.hardcore.line1,selectWorld.gameMode.hardcore.line1
selectWorld.gameMode.hardcore.line2,selectWorld.gameMode.hardcore.line2
selectWorld.gameMode.spectator,selectWorld.gameMode.spectator
selectWorld.gameMode.spectator.line1,selectWorld.gameMode.spectator.line1
selectWorld.gameMode.spectator.line2,selectWorld.gameMode.spectator.line2
selectWorld.gameMode.survival,selectWorld.gameMode.survival
selectWorld.gameMode.survival.line2,selectWorld.gameMode.survival.line2
selectWorld.mapType.normal,selectWorld.mapType.normal
selectWorld.moreWorldOptions,selectWorld.moreWorldOptions
selectWorld.newWorld,selectWorld.newWorld
selectWorld.worldTags.experimental,selectWorld.experimental
selectWorld.learnMore,mco.snapshotRealmsPopup.urlText
selectWorld.recreate,selectWorld.recreate
selectWorld.resultFolder,selectWorld.resultFolder
selectWorld.seedInfo,selectWorld.seedInfo
selectWorld.select,selectWorld.select
selectWorld.tab.worlds,mco.configure.worlds.title
selectWorld.title,selectWorld.title
selectWorld.world,selectWorld.world
selectTemplate.generateRandom,selectWorld.create
selectTemplate.world,selectWorld.newWorld
selectTemplate.templateDescription,mco.template.name
selectTemplate.deleteTemplateDone,mco.configure.world.buttons.done
selectTemplate.delete,selectServer.delete
selectTemplate.download,mco.brokenworld.download
sign.edit,sign.edit
skin.Standard.Custom,generator.custom
skin.Standard.CustomSlim,item.minecraft.firework_star.custom_color
skin.Standard.Dummy,item.minecraft.firework_star.custom_color
skins.buy.cancelButton,gui.cancel
skins.restore.button,mco.backup.button.restore
skins.show.restorePurchaseButton,mco.backup.button.restore
skins.picker.default,options.gamma.default
soundCategory.ambient,soundCategory.ambient
soundCategory.block,soundCategory.block
soundCategory.hostile,soundCategory.hostile
soundCategory.music,soundCategory.music
soundCategory.neutral,soundCategory.neutral
soundCategory.player,soundCategory.player
soundCategory.record,soundCategory.record
soundCategory.weather,soundCategory.weather
stat.animalsBred,stat.minecraft.animals_bred
stat.armorCleaned,stat.minecraft.clean_armor
stat.bannerCleaned,stat.minecraft.clean_banner
stat.beaconInteraction,stat.minecraft.interact_with_beacon
stat.blocksButton,soundCategory.block
stat.boatOneCm,stat.minecraft.boat_one_cm
stat.brewingstandInteraction,stat.minecraft.interact_with_brewingstand
stat.cakeSlicesEaten,stat.minecraft.eat_cake_slice
stat.cauldronFilled,stat.minecraft.fill_cauldron
stat.cauldronUsed,stat.minecraft.use_cauldron
stat.chestOpened,stat.minecraft.open_chest
stat.climbOneCm,stat.minecraft.climb_one_cm
stat.crafted,stat_type.minecraft.crafted
stat.crouchOneCm,stat.minecraft.crouch_one_cm
stat.damageDealt,stat.minecraft.damage_dealt
stat.damageTaken,stat.minecraft.damage_taken
stat.deaths,stat.minecraft.deaths
stat.dispenserInspected,stat.minecraft.inspect_dispenser
stat.drop,stat.minecraft.drop
stat.dropperInspected,stat.minecraft.inspect_dropper
stat.enderchestOpened,stat.minecraft.open_enderchest
stat.entityKilledBy.none,stat_type.minecraft.killed_by.none
stat.entityKills.none,stat_type.minecraft.killed.none
stat.fallOneCm,stat.minecraft.fall_one_cm
stat.fishCaught,stat.minecraft.fish_caught
stat.flowerPotted,stat.minecraft.pot_flower
stat.flyOneCm,stat.minecraft.fly_one_cm
stat.furnaceInteraction,stat.minecraft.interact_with_furnace
stat.generalButton,stat.generalButton
stat.hopperInspected,stat.minecraft.inspect_hopper
stat.horseOneCm,stat.minecraft.horse_one_cm
stat.itemEnchanted,stat.minecraft.enchant_item
stat.itemsButton,stat.itemsButton
stat.jump,stat.minecraft.jump
stat.junkFished,stat.minecraft.junk_fished
stat.leaveGame,stat.minecraft.leave_game
stat.minecartOneCm,stat.minecraft.minecart_one_cm
stat.mined,stat_type.minecraft.mined
stat.mobKills,stat.minecraft.mob_kills
stat.mobsButton,stat.mobsButton
stat.pigOneCm,stat.minecraft.pig_one_cm
stat.playerKills,stat.minecraft.player_kills
stat.sprintOneCm,stat.minecraft.sprint_one_cm
stat.swimOneCm,stat.minecraft.swim_one_cm
stat.talkedToVillager,stat.minecraft.talked_to_villager
stat.tradedWithVillager,stat.minecraft.traded_with_villager
stat.trappedChestTriggered,stat.minecraft.trigger_trapped_chest
stat.treasureFished,stat.minecraft.treasure_fished
stat.used,stat_type.minecraft.used
stat.walkOneCm,stat.minecraft.walk_one_cm
stat.workbenchInteraction,stat.minecraft.interact_with_crafting_table
stats.tooltip.type.statistic,stats.tooltip.type.statistic
store.menu.home,key.keyboard.home
store.itemDetail.back,selectWorld.experimental.details
store.realmsPlus.purchase.warningDialog.button.back,dataPack.validation.back
store.csb.purchase.warningDialog.button.back,dataPack.validation.back
store.csb.upsell.learnMore,mco.snapshotRealmsPopup.urlText
store.csb.purchaseErrorDialog.back,gui.back
store.csb.purchase.amazonDeviceWarning.button.back,dataPack.validation.back
store.csb.banner.learnMore,mco.snapshotRealmsPopup.urlText
store.inventory.dropdown.current,options.fullscreen.current
store.incompatible,pack.incompatible
store.unlocked,narrator.button.difficulty_lock.unlocked
store.popup.goBack,dataPack.validation.back
store.popup.xblRequired.button2,gui.cancel
store.popup.download.button1,mco.brokenworld.download
store.popup.download.button2,mco.create.world.skip
store.popup.download.back,dataPack.validation.back
store.popup.update.button2,mco.create.world.skip
store.popup.update.back,dataPack.validation.back
store.content.download,mco.brokenworld.download
store.mashup.bundle,item.minecraft.bundle
store.mashup.continue,gui.continue
store.mashup.world,selectWorld.world
store.mashup.title.skinPack,gui.abuseReport.reason.narration
store.mashup.description,mco.backup.entry.description
playercount.multiplayer,menu.multiplayer
store.3pserverItem.fetchingCancel,gui.cancel
store.xbl.disconnected,multiplayer.disconnect.generic
store.showalloffers.list.back,dataPack.validation.back
store.search.filters.bundles,dataPack.bundle.name
store.search.filter.offer_type.bundles,dataPack.bundle.name
store.search.filter.worldTemplates,mco.configure.worlds.title
stream.unavailable.not_supported.mac.okay,mco.compatibility.upgrade
terms_and_conditions.goBack,dataPack.validation.back
tile.acaciaFence.name,block.minecraft.acacia_fence
tile.acacia_fence_gate.name,block.minecraft.acacia_fence_gate
tile.activator_rail.name,block.minecraft.activator_rail
tile.air.name,block.minecraft.air
tile.unknown.name,mco.backup.unknown
tile.anvil.intact.name,block.minecraft.anvil
tile.anvil.name,block.minecraft.anvil
tile.barrier.name,block.minecraft.barrier
tile.beacon.name,container.beacon
tile.beacon.primary,block.minecraft.beacon.primary
tile.beacon.secondary,block.minecraft.beacon.secondary
tile.beehive.name,block.minecraft.beehive
tile.bee_nest.name,block.minecraft.bee_nest
tile.target.name,block.minecraft.target
tile.bed.occupied,block.minecraft.bed.occupied
tile.bed.respawnSet,block.minecraft.set_spawn
tile.bedrock.name,block.minecraft.bedrock
tile.bell.name,block.minecraft.bell
tile.conduit.name,block.minecraft.conduit
tile.beetroot.name,item.minecraft.beetroot
tile.big_dripleaf.name,block.minecraft.big_dripleaf
tile.small_dripleaf_block.name,block.minecraft.small_dripleaf
tile.hanging_roots.name,block.minecraft.hanging_roots
tile.dirt_with_roots.name,block.minecraft.rooted_dirt
tile.spore_blossom.name,block.minecraft.spore_blossom
tile.azalea_leaves.name,block.minecraft.azalea_leaves
tile.azalea_leaves_flowered.name,block.minecraft.flowering_azalea_leaves
tile.azalea.name,block.minecraft.azalea
tile.flowering_azalea.name,block.minecraft.flowering_azalea
tile.cave_vines.name,block.minecraft.cave_vines
tile.cave_vines_body_with_berries.name,block.minecraft.cave_vines
tile.cave_vines_head_with_berries.name,block.minecraft.cave_vines
item.glow_berries.name,item.minecraft.glow_berries
tile.moss_block.name,block.minecraft.moss_block
tile.moss_carpet.name,block.minecraft.moss_carpet
tile.birchFence.name,block.minecraft.birch_fence
tile.birch_fence_gate.name,block.minecraft.birch_fence_gate
tile.blast_furnace.name,container.blast_furnace
tile.bone_block.name,block.minecraft.bone_block
tile.coal_block.name,block.minecraft.coal_block
tile.diamond_block.name,block.minecraft.diamond_block
tile.emerald_block.name,block.minecraft.emerald_block
tile.gold_block.name,block.minecraft.gold_block
tile.iron_block.name,block.minecraft.iron_block
tile.lapis_block.name,block.minecraft.lapis_block
tile.redstone_block.name,block.minecraft.redstone_block
tile.bookshelf.name,block.minecraft.bookshelf
tile.brown_mushroom.name,block.minecraft.brown_mushroom
tile.brown_mushroom_block.stem.name,block.minecraft.mushroom_stem
tile.brown_mushroom_block.cap.name,block.minecraft.brown_mushroom_block
tile.wooden_button.name,block.minecraft.oak_button
tile.acacia_button.name,block.minecraft.acacia_button
tile.birch_button.name,block.minecraft.birch_button
tile.dark_oak_button.name,block.minecraft.dark_oak_button
tile.jungle_button.name,block.minecraft.jungle_button
tile.respawn_anchor.respawnSet,block.minecraft.set_spawn
